"Story","Title","Result","Date","Stability","Duration (s)"
"User login test","Test1","IGNORED","2020-06-02T22:58:20.8353515+05:00[Asia/Karachi]","0.0","0.32"
"User login test","Test2","IGNORED","2020-06-02T22:58:21.2649613+05:00[Asia/Karachi]","0.0","0.3"
"User login test","Verify login page is appearing","IGNORED","2020-06-02T22:58:21.6420346+05:00[Asia/Karachi]","0.0","0.28"
